plant_name,country,fuel_group,capacity_mw,latitude,longitude
Guohua Taicang power station,CHN,coal,1260.0,31.5877,121.2556
Guohua Taishan power station,CHN,coal,5000.0,21.8664,112.9228
Guohua Xuzhou power station,CHN,coal,2000.0,34.3858,117.256
Guohua Zhoushan power station,CHN,coal,910.0,30.1032,122.185
Guohuo Yuyao,CHN,gas,790.0,30.07,121.1
Haifengherui power station,CHN,coal,165.0,28.716,105.1399
Hailar Coal,CHN,coal,400.0,49.2374,119.7403
Hainan Southwest power station,CHN,coal,700.0,18.5383,108.6824
Haining City Municipal Waste,CHN,gas,7.0,30.4081,120.5392
Hami 1-4 Coal,CHN,coal,25.0,42.8936,93.4435
Hancheng power station,CHN,coal,2400.0,35.6002,110.5557
Hanchuan power station,CHN,coal,3260.0,30.6565,113.9173
Handan Eastern Outskirt Cogen Power Station,CHN,coal,700.0,36.5702,114.6509
Handan power station,CHN,coal,660.0,36.6421,114.4997
Hanfeng power station,CHN,coal,1320.0,36.4719,114.1523
Hang Hau Longyan power station,CHN,coal,600.0,25.281,117.155
Hangzhou 2 Landfill Gas,CHN,gas,6.0,30.3894,120.2019
Hangzhou Hadian Banshan,CHN,gas,1170.0,31.23,118.37
Hebei Cangzhou,CHN,gas,15.0,38.3211,116.9111
Hebei Lingda,CHN,gas,12.0,37.9008,114.5089
Hebei Longshan power station,CHN,coal,1200.0,36.5976,113.6916
Hebei Shengyuan Xuandong Coal Mine Methane,CHN,gas,20.0,40.55,115.15
Hebi Fenghe power station,CHN,coal,1800.0,35.8512,114.1798
Hefei Longquanshan Landfill Gas,CHN,gas,3.0,31.805,117.5588
Hefei power station,CHN,coal,1260.0,31.9137,117.2521
Hefei-2 power station,CHN,coal,700.0,31.8043,117.5072
Hefeng power station,CHN,coal,600.0,46.6088,86.5936
Hegang - Longmay Coal,CHN,coal,700.0,47.2354,130.2256
Heilongjiang Hegang Mining power station,CHN,coal,200.0,47.2992,130.255
Heilongjiang Qiqihar power station,CHN,coal,600.0,47.379,124.051
Hejin power station,CHN,coal,1300.0,35.6131,110.6558
Henan Aluminum power station,CHN,coal,250.0,34.8183,113.259
Henan Hebi power station,CHN,coal,270.0,35.7855,114.2404
Henan Heqi power station,CHN,coal,1320.0,35.7214,114.1855
Henan Mengdian power station,CHN,coal,600.0,35.4312,113.8325
Henan Nengxin Cogen power station,CHN,coal,420.0,34.0038,113.8667
Henan Xinan power station,CHN,coal,870.0,34.7406,112.0631
Henan Xinmi power station,CHN,coal,2700.0,34.5,113.5986
Henan Yongcheng power station,CHN,coal,630.0,33.9541,116.416
Henan Yulian power station,CHN,coal,900.0,34.7967,113.079
Henan Zhengzhou,CHN,gas,780.0,34.8,113.53
Henan Zhongmai Yongan power station,CHN,coal,200.0,34.6939,112.9314
Hengfeng-2 power station,CHN,coal,660.0,37.7527,115.6012
Henglian Wucaiwan power station,CHN,coal,1320.0,44.7896,89.1977
Hengmen Expansion Gas,CHN,gas,1170.0,22.57,113.57
Hengmen Gas,CHN,gas,1030.0,22.57,113.57
Hengshan Jiangsu power station,CHN,coal,115.0,31.7652,120.1234
Hengshui Hengxing power station,CHN,coal,660.0,37.7527,115.601
Hengtong Chemical Power Station,CHN,coal,180.0,34.6268,118.3242
Hengyun A Coal,CHN,coal,545.0,23.0655,113.4984
Hengyun B Coal,CHN,coal,600.0,23.0638,113.5006
Hepo Coal,CHN,coal,300.0,37.8458,113.6163
Hesheng Shanshan power station,CHN,coal,660.0,44.456,86.0984
Heshuyuan power station,CHN,coal,1470.0,24.3924,116.2608
Heyuan power station,CHN,coal,1244.0,23.567,114.64
Heze Huarun power station,CHN,coal,1200.0,35.2526,115.686
Heze power station,CHN,coal,1510.0,35.2407,115.5335
Hezhou power station,CHN,coal,2090.0,24.7361,111.3464
Hohhot Jinqiao power station,CHN,coal,600.0,40.7085,111.7399
Hohhot Jinshan power station,CHN,coal,600.0,40.7069,111.4576
Hongjun Aluminum power station,CHN,coal,1800.0,45.5,119.6545
Hongyanchi-1 power station,CHN,coal,660.0,43.728,87.6292
Hongyanchi-2 power station,CHN,coal,800.0,43.7436,87.6576
Hongyang Lianyungang power station,CHN,coal,120.0,34.5515,119.5797
Hongyang Nengyuan power station,CHN,coal,600.0,41.357,123.2217
Hongyuan Waste Coal Cogen power station,CHN,coal,60.0,44.4196,126.9663
Houshi power station,CHN,coal,4200.0,24.3031,118.1261
Huadian Baotou Tuyou power station,CHN,coal,1320.0,40.5836,110.6228
Huadian Bejing,CHN,gas,508.0,39.89,116.27
Huadian Changde power station,CHN,coal,1320.0,29.031,111.7
Huadian Changsha power station,CHN,coal,1200.0,28.4877,112.7985
Huadian Fengjie power station,CHN,coal,1200.0,31.1188,109.4473
Huadian Fulaerji-2 power station,CHN,coal,1200.0,47.1656,123.5848
Huadian Gongxian power station,CHN,coal,1200.0,28.2713,104.6697
Huadian Guigang power station,CHN,coal,1200.0,23.1128,109.7656
Huadian Hami power station,CHN,coal,270.0,42.8941,93.4415
Huadian Harbin-1 power station,CHN,coal,950.0,45.7099,126.6955
Huadian Harbin-3 power station,CHN,coal,1640.0,45.9656,126.6637
Huadian Jiangling power station,CHN,coal,660.0,30.0912,112.3106
Huadian Jurong power station,CHN,coal,2000.0,32.1949,119.2494
Huadian Kashi power station,CHN,coal,900.0,39.4812,76.0498
Huadian Laizhou power station,CHN,coal,2078.0,37.4323,120.0177
Huadian Longkou power station,CHN,coal,880.0,37.6809,120.3132
Huadian Luan power station,CHN,coal,1320.0,31.6561,116.4914
Huadian Luhua power station,CHN,coal,660.0,38.0516,114.3177
Huadian Luohe power station,CHN,coal,660.0,33.5295,114.0979
Huadian Ningxia Lingwu power station,CHN,coal,3320.0,38.1483,106.3463
Huadian Shiliquan power station,CHN,coal,2060.0,34.8144,117.5731
Huadian Shuozhou power station,CHN,coal,700.0,39.3575,112.483
Huadian Suzhou power station,CHN,coal,1260.0,33.8059,116.9821
Huadian Turpan power station,CHN,coal,270.0,42.7312,88.6173
Huadian Urumqi power station,CHN,coal,660.0,43.9007,87.6975
Huadian Wangting power station,CHN,coal,1920.0,31.4444,120.4364
Huadian Weifang power station,CHN,coal,2000.0,36.6656,119.2632
Huadian Wuda power station,CHN,coal,300.0,39.4794,106.7344
Huadian Wuhu power station,CHN,coal,1320.0,31.2376,118.15
Huadian Xinzhou Guangyu power station,CHN,coal,970.0,38.4595,112.7516
Huadian Xisaishan power station,CHN,coal,2020.0,30.2031,115.1803
Huadian Yangling Cogen power station,CHN,coal,700.0,34.2592,108.1188
Huadian Yaochi Power station Unit 2,CHN,coal,200.0,35.0623,108.0755
Huadian Zhenxiong power station,CHN,coal,1200.0,27.4929,104.9485
Huadian Zhuozi power station,CHN,coal,800.0,40.9221,112.6397
Huadian Zibo power station,CHN,coal,950.0,36.7602,118.0532
Huai'an (Hebei) Coal,CHN,coal,660.0,40.6458,114.405
Huai'an - Guoxin Coal,CHN,coal,660.0,33.5866,119.0126
Huaibei Guoan power station,CHN,coal,640.0,33.8445,116.9357
Huaibei Haizi And Luling Coal Mine Methane,CHN,gas,16.0,33.5635,116.46
Huaibei Hushan power station,CHN,coal,1320.0,33.8678,116.8598
Huaibei Linhuan power station,CHN,coal,1260.0,33.6127,116.5866
Huaibei Pingshan power station,CHN,coal,1320.0,33.8339,116.8311
Huainan Fengtai power station,CHN,coal,2520.0,32.7579,116.6492
Huainan Guqiao power station,CHN,coal,660.0,32.8142,116.569
Huainan Luohe power station,CHN,coal,2500.0,32.6837,117.0753
Huainan Tianji power station,CHN,coal,2580.0,32.7456,116.8134
Huainan Xinzhuangzi power station,CHN,coal,300.0,32.6371,116.8472
Huaneng Anyuan power station,CHN,coal,1320.0,27.642,114.0058
Huaneng Baishan power station,CHN,coal,660.0,42.0319,126.5795
Huaneng Baotou-1 power station,CHN,coal,950.0,40.6567,109.6583
Huaneng Baotou-2 power station,CHN,coal,1000.0,40.6778,109.8913
Huaneng Baotou-3 power station,CHN,coal,600.0,40.6246,110.0028
Huaneng Changchun power station,CHN,coal,700.0,44.04,125.2201
Huaneng Changxing power station,CHN,coal,1320.0,30.9144,119.9625
Huaneng Chaohu power station,CHN,coal,1200.0,31.6516,117.8225
Huaneng Dalian power station,CHN,coal,1400.0,39.0148,121.7244
Huaneng Dandong power station,CHN,coal,700.0,39.8385,124.1457
Huaneng Daqing power station,CHN,coal,700.0,46.7046,124.847
Huaneng Dezhou power station,CHN,coal,2650.0,37.4493,116.2416
Huaneng East Hailar power station,CHN,coal,150.0,49.2631,119.8314
Huaneng Fuzhou power station,CHN,coal,2720.0,25.9909,119.4816
Huaneng Haikou power station,CHN,coal,660.0,19.9595,110.0317
Huaneng Haimen power station,CHN,coal,4144.0,23.1899,116.6553
Huaneng Hainan East power station,CHN,coal,1400.0,19.0494,108.6364
Huaneng Hegang power station,CHN,coal,1200.0,47.0955,130.299
Huaneng Hohhot power station,CHN,coal,1100.0,40.7934,111.5977
Huaneng Huaiyin power station,CHN,coal,1320.0,33.5959,118.9628
Huaneng Jiaxiang power station,CHN,coal,660.0,35.3845,116.4432
Huaneng Jinggangshan power station,CHN,coal,1920.0,27.0467,115.0203
Huaneng Jingmen power station,CHN,coal,700.0,31.0582,112.2487
Huaneng Jinling power station,CHN,coal,2060.0,32.1716,119.0195
Huaneng Jiutai power station,CHN,coal,1340.0,44.1071,125.928
Huaneng Laiwu power station,CHN,coal,2660.0,36.1339,117.685
Huaneng Linhe power station,CHN,coal,600.0,40.7826,107.4909
Huaneng Luntai power station,CHN,coal,700.0,41.8215,84.0036
Huaneng Luohuang power station,CHN,coal,2640.0,29.3467,106.4339
Huaneng Luoyang power station,CHN,coal,970.0,34.5825,112.4002
Huaneng Luoyuan power station,CHN,coal,1320.0,26.4114,119.7643
Huaneng Manzhouli Dalaihu power station,CHN,coal,400.0,49.3957,117.6481
Huaneng Manzhouli Guangming power station,CHN,coal,400.0,49.5922,117.409
Huaneng Mianchi power station,CHN,coal,700.0,34.76,111.808
Huaneng Nanjing Chemical Industrial Park power station,CHN,coal,100.0,32.202,118.8794
Huaneng Nanjing Jinling,CHN,gas,780.0,32.17,119.01
Huaneng Nanjing power station,CHN,coal,640.0,32.2069,118.7532
Huaneng Pingliang power station,CHN,coal,2520.0,35.5014,106.7871
Huaneng Qinbei power station,CHN,coal,4400.0,35.1679,112.7162
Huaneng Qinling power station,CHN,coal,1200.0,34.5333,109.9381
Huaneng Qufu power station,CHN,coal,450.0,35.6078,116.9338
Huaneng Ruijin power station,CHN,coal,700.0,25.9241,115.1019
Huaneng Shangan power station,CHN,coal,2540.0,38.057,114.1966
Huaneng Shangdu power station,CHN,coal,3720.0,42.2237,116.0293
Huaneng Shanghai Baoshan,CHN,gas,1200.0,31.46,121.4
Huaneng Shantou power station,CHN,coal,1200.0,23.3252,116.7364
Huaneng Taicang power station,CHN,coal,1900.0,31.6566,121.1799
Huaneng Tongchuan power station,CHN,coal,1200.0,34.8494,108.8891
Huaneng Wuhai Cogen power station,CHN,coal,400.0,39.707,106.8297
Huaneng Wuhai Haibowan power station,CHN,coal,1060.0,39.3174,106.865
Huaneng Wulashan power station,CHN,coal,600.0,40.6512,108.7674
Huaneng Xinhua Daqing power station,CHN,coal,530.0,46.1346,124.6006
Huaneng Xining power station,CHN,coal,700.0,36.6292,101.6288
Huaneng Yakeshi Huiliuhe power station,CHN,coal,100.0,49.2836,120.8357
Huaneng Yangliuqing power station,CHN,coal,1300.0,39.1512,117.038
Huaneng Yangluo power station,CHN,coal,2400.0,30.6931,114.5437
Huaneng Yantai power station,CHN,coal,590.0,37.5326,121.3159
Huaneng Yichun power station,CHN,coal,700.0,47.7384,128.7506
Huaneng Yimin power station,CHN,coal,3400.0,48.5497,119.7739
Huaneng Yingcheng power station,CHN,coal,400.0,30.9149,113.6611
Huaneng Yingkou Coastal power station,CHN,coal,700.0,40.5815,122.1921
Huaneng Yingkou power station,CHN,coal,1840.0,40.3042,122.1054
Huaneng Yueyang power station,CHN,coal,2524.0,29.4498,113.1623
Huaneng Yuhuan power station,CHN,coal,4200.0,28.1142,121.1398
Huaneng Yushe power station,CHN,coal,600.0,36.9775,112.9547
Huaneng Zuoquan power station,CHN,coal,1262.0,37.0694,113.3526
Huangdao power station,CHN,coal,1770.0,36.039,120.2193
Huanghua Cangzhou power station,CHN,coal,2520.0,38.3094,117.879
Huangjiaozhuang Coal,CHN,coal,400.0,28.7166,104.5543
Huangling waste coal power station,CHN,coal,700.0,35.6603,108.9229
Huangshi Landfill Gas,CHN,gas,1.0,30.1997,114.99
Huangshi power station,CHN,coal,330.0,30.2287,115.0752
Huangtai power station,CHN,coal,1360.0,36.7078,117.088
Huantai power station,CHN,coal,180.0,36.9788,118.0399
Huarun Cangnan power station,CHN,coal,2000.0,27.4974,120.663
Huawei Hetian power station,CHN,coal,270.0,37.1667,79.906
Huayi Jinlong Cogen power station,CHN,coal,200.0,44.4505,84.9699
Huayin Zhuzhou power station,CHN,coal,680.0,27.8581,113.1195
Huayingshan power station,CHN,coal,600.0,30.8882,107.0508
Huaze Aluminum power station,CHN,coal,600.0,35.6586,110.6691
Hubei Ezhou power station,CHN,coal,1900.0,30.5519,114.6425
Hubei Xingfu power station,CHN,coal,180.0,30.1919,112.6051
Huian Waste Incineration,CHN,gas,24.0,24.9469,118.8506
Huineng power station,CHN,coal,270.0,34.7337,111.0823
Huinong - Yinglite Coal,CHN,coal,660.0,39.3075,106.7298
Huizhou Cogen power station,CHN,coal,660.0,22.7531,114.6271
Huizhou LNG Gas,CHN,gas,1080.0,22.76,114.61
Huizhou Landfill,CHN,gas,3.0,23.1091,114.3479
Hunan Changsha Qiaoyi Landfill,CHN,gas,6.0,28.4211,112.9838
Hunan Lianyuan power station,CHN,coal,600.0,27.7662,111.8937
Hunan Loudi Miaopu Landfill Gas,CHN,gas,1.0,27.7089,111.9908
Hunjiang power station,CHN,coal,815.0,41.9655,126.4524
Huolinhe Zhanute power station,CHN,coal,2380.0,45.4098,119.5971
Huozhou power station,CHN,coal,1200.0,36.5183,111.6823
Huxian-2 power station,CHN,coal,600.0,34.0749,108.6185
Huzhou Municipal Solid Waste Incineration,CHN,gas,15.0,30.8636,120.0964
Ili Nangang Khorgas Cogen power station,CHN,coal,100.0,44.1485,80.4372
Ili Xintian Chemical power station,CHN,coal,200.0,44.062,81.1886
Inner Hangjin power station,CHN,coal,660.0,39.92,109.1155
Inner Mongolia Xilin power station,CHN,coal,600.0,43.9839,116.1314
Inner Mongolia Xingan power station,CHN,coal,680.0,46.0944,122.0225
Jiada Coal Mine Cmm And Vam,CHN,gas,3.0,25.332,104.1858
Jiamusi Zhongheng Cogen power station,CHN,coal,125.0,46.8168,130.2887
Jiamusi-2 power station,CHN,coal,600.0,46.8322,130.4042
Jianbi power station,CHN,coal,2990.0,32.1779,119.5755
Jiangsu Guohua Chenjiagang power station,CHN,coal,1320.0,34.4242,119.7985
Jiangsu Guoxin Jingjiang power station,CHN,coal,1320.0,32.0307,120.3828
Jiangsu Guoxin Yancheng power station,CHN,coal,270.0,33.4002,120.117
Jiangsu Huadian Qishuyan,CHN,gas,780.0,31.74,120.04
Jiangsu Huadian Wangting,CHN,gas,780.0,31.44,120.44
Jiangsu Jingshen Salt power station,CHN,coal,60.0,33.5214,119.1132
Jiangsu Kunshan Phase 2 Municipal Solid Waste Incineration,CHN,gas,18.0,31.511,120.886
Jiangsu Leeman Paper power station,CHN,coal,150.0,31.7533,121.005
Jiangsu Nanre Thermal power station,CHN,coal,1200.0,32.2079,118.7531
Jiangsu Nantong power station,CHN,coal,3404.0,32.0321,120.7692
Jiangsu OJI Paper Cogen power station,CHN,coal,80.0,31.8268,120.9535
Jiangsu Sheyanggang power station,CHN,coal,1320.0,33.8185,120.4633
Jiangsu Zhangjiagang Huaxing,CHN,gas,780.0,31.89,120.6
Jiangsu Zhenjiang power station,CHN,coal,1820.0,32.1852,119.2709
Jiangxi Fengcheng Mining Administration Coal Mine Methane,CHN,gas,7.0,27.42,115.25
Jiangxi Leping Mining Administration Coal Mine Methane,CHN,gas,5.0,29.15,117.29
Jiangyin Cogen power station,CHN,coal,150.0,31.8436,120.4103
Jiangyin Sulong power station,CHN,coal,1214.0,31.9192,120.2054
Jiangyin Xingcheng Steel Works power station,CHN,coal,100.0,31.9511,120.3237
Jiangyou,CHN,gas,700.0,31.8,104.77
Jiangyou power station,CHN,coal,1260.0,31.8045,104.7679
Jiaonan City Anaerobic Digestion,CHN,gas,6.0,35.8519,120.025
Jiaozuo - Shenhua 7-8 Coal,CHN,coal,1320.0,35.2234,113.2003
Jiaozuo - Wanfang 3-4 Coal,CHN,coal,270.0,35.2502,113.3725
Jiaozuo - Wanfang 5-6 Coal,CHN,coal,700.0,35.2502,113.3677
Jiaozuo Boai power station,CHN,coal,1320.0,35.221,113.1022
Jiaozuo Wuzhi-1 Cogen power station,CHN,coal,100.0,35.1245,113.3883
Jiaozuo Zhouliu Landfill,CHN,gas,2.0,35.1639,113.4358
Jiaxing Xinjiaaisi Cogen power station,CHN,coal,100.0,30.8441,120.7193
Jiaxing power station,CHN,coal,5000.0,30.6283,121.1436
Jiayuguan - Datang Coal,CHN,coal,1200.0,39.7951,98.3084
Jiayuguan Aluminum power station,CHN,coal,1400.0,39.8461,98.2122
Jilin - Guodian Coal,CHN,coal,650.0,44.0084,126.5367
Jilin City Works power station,CHN,coal,100.0,43.9039,126.5978
Jilin Hunchun Coal Mine Methane,CHN,gas,4.0,42.8497,130.3019
Jinan Landfill Gas,CHN,gas,3.0,36.4011,117.0
Jinchang - Gepic Coal,CHN,coal,660.0,38.5013,102.2715
Jincheng Chengzhuang Coal Mine Methane,CHN,gas,18.0,35.5625,112.625
Jinchuan Works power station,CHN,coal,300.0,38.491,102.1687
Jinchuan power station,CHN,coal,270.0,42.1472,86.5134
Jingdezhen power station,CHN,coal,1320.0,29.1866,117.0842
Jingling Sinopec power station,CHN,coal,200.0,32.1541,118.9063
Jingmei Wuhai Jinghai Waste Coal power station,CHN,coal,660.0,39.6579,106.8622
Jingneng Chifeng Waste Coal power station,CHN,coal,270.0,42.289,119.0537
Jingneng Energy Huaning Cogen power station,CHN,coal,300.0,41.0193,113.16
Jingneng Energy Jining power station,CHN,coal,700.0,41.0533,113.1533
Jingneng Zhuozhou power station,CHN,coal,350.0,39.5633,115.9992
Jingtai Zhungeer Suancigou power station,CHN,coal,600.0,39.7121,111.2012
Jingui Mill power station,CHN,coal,300.0,21.7697,108.5952
Jingxi Xinfa Aluminum power station,CHN,coal,825.0,23.2677,106.3854
Jingyuan-2 power station,CHN,coal,1240.0,36.73,104.7588
Jingzhou City Waste Incineration,CHN,gas,18.0,30.3997,112.1508
Jinhai Mill power station,CHN,coal,300.0,19.7726,109.1841
Jining Yangcheng power station,CHN,coal,300.0,35.7727,116.3194
Jinjeng,CHN,gas,700.0,39.89,116.53
Jinling,CHN,gas,700.0,32.17,119.02
Jinneng Guojin power station,CHN,coal,700.0,37.3532,112.0027
Jinsha Chayuan power station,CHN,coal,1320.0,27.4934,106.4492
Jinyuan Thermal power station,CHN,coal,50.0,31.722,117.2108
Jinzhong Anping power station,CHN,coal,300.0,37.643,113.6494
Jinzhou Datang power station,CHN,coal,600.0,41.1389,121.2154
Jinzhushan power station,CHN,coal,1950.0,27.6261,111.4819
Jisco-1 power station,CHN,coal,850.0,39.7938,98.3089
Jisco-2 power station,CHN,coal,700.0,39.7941,98.306
Jiujiang Petrochem power station,CHN,coal,100.0,29.7423,116.0632
Jiulong Paper Mill Hailong power station,CHN,coal,270.0,31.5913,121.2502
Jiulong Paper Mill Jiulong power station,CHN,coal,320.0,31.5913,121.2502
Jiulong Paper Mill power station,CHN,coal,380.0,23.0351,113.5364
Jixi - Longmay Coal,CHN,coal,185.0,45.3608,130.8341
Jixi power station,CHN,coal,850.0,45.345,130.865
Jiyuan Landfill,CHN,gas,1.0,35.0014,112.5461
Juhua Quzhou Complex power station,CHN,coal,315.0,28.8974,118.8792
Junliangcheng power station,CHN,coal,700.0,39.0539,117.4131
Junzheng Wuhai power station,CHN,coal,500.0,39.4643,106.7014
Kaidi Languang power station,CHN,coal,270.0,33.6135,113.374
Kaifeng-2 power station,CHN,coal,1260.0,34.8063,114.4451
Kailuan Guye power station,CHN,coal,600.0,39.73,118.4582
Kaiyuan power station,CHN,coal,600.0,23.7434,103.2208
Kangbashi power station,CHN,coal,700.0,39.5978,109.9087
Kangping power station,CHN,coal,1200.0,42.7009,123.3658
Kanshan power station,CHN,coal,1200.0,34.41,117.5773
Karamay power station,CHN,coal,700.0,45.5427,85.0243
Keyouzhongqi power station,CHN,coal,330.0,44.9819,121.4244
Kuitun-2 power station,CHN,coal,100.0,44.4061,84.9285
Kunming power station,CHN,coal,600.0,25.0148,102.3329
Kunshan Coal,CHN,coal,50.0,31.4091,120.923
Laibin power station,CHN,coal,1320.0,23.6949,109.1629
Laicheng power station,CHN,coal,1200.0,36.2547,117.6725
Lamma Extension Gas,CHN,gas,335.0,22.21,114.11
Lamma Gas,CHN,gas,920.0,22.22,114.1
Landfill Linyi Landfill,CHN,gas,1.0,35.3172,118.2975
Lanhua Daning Coal Mine Methane,CHN,gas,35.0,35.225,112.2506
Lanxi power station,CHN,coal,2400.0,29.1861,119.5068
Lanzhou Fanjiaping power station,CHN,coal,660.0,36.0755,103.6774
Lanzhou Lanlü power station,CHN,coal,300.0,36.1564,103.3317
Laogang Landfill,CHN,gas,15.0,31.0636,121.8714
Lee & Man Paper power station,CHN,coal,216.0,22.938,113.5898
Leiyang Baiyang Coal,CHN,coal,120.0,26.3667,112.873
Leiyang Baiyang power station,CHN,coal,120.0,26.4595,112.8681
Leiyang power station,CHN,coal,1020.0,26.3851,112.859
Liangjiang,CHN,gas,934.0,29.78,106.51
Liaocheng Zhonghua power station,CHN,coal,1200.0,36.4659,115.9094
Liaoning Nanpiao power station,CHN,coal,500.0,41.1257,120.6967
Liaoning-2 power station,CHN,coal,400.0,41.9234,124.0902
Liaoning-3 power station,CHN,coal,700.0,41.9222,124.0924
Liaoyang Chemical power station,CHN,coal,200.0,41.2037,123.2373
Liaoyang Guocheng power station,CHN,coal,50.0,41.2068,123.2357
Liaoyuan Datang power station,CHN,coal,660.0,42.872,125.1607
Ligang power station,CHN,coal,3960.0,31.9403,120.0764
Linfen power station,CHN,coal,600.0,36.1534,111.4849
Linhai Msw Incineration,CHN,gas,12.0,28.0167,120.2833
Linyi Huasheng power station,CHN,coal,405.0,34.957,118.3057
Linyi Xincheng Jinluo Cogen power station,CHN,coal,50.0,35.2487,118.2952
Linyi power station,CHN,coal,1260.0,35.0071,118.3239
Liulin 1 Coal,CHN,coal,1400.0,37.419,110.8243
Liulin Liansheng power station,CHN,coal,2000.0,37.4079,110.7761
Liuzhou City power station,CHN,coal,440.0,24.3655,109.3787
Lixin Banji power station,CHN,coal,2000.0,32.8972,116.2425
Liyuan Cogen power station,CHN,coal,700.0,35.172,119.037
Liyujiang-2A power station,CHN,coal,630.0,25.9428,113.214
Liyujiang-2B power station,CHN,coal,1300.0,25.9404,113.1925
Long Chen Paper Jingzhou captive power station,CHN,coal,105.0,30.2609,111.5907
Longchuan power station,CHN,coal,270.0,37.7947,113.7041
Longgang Coal,CHN,coal,270.0,34.1673,113.44
Longgu Cogen power station,CHN,coal,110.0,34.9527,116.8029
Longhua Baicheng power station,CHN,coal,400.0,45.6331,122.8798
Longhua Yanji power station,CHN,coal,400.0,42.9123,129.5705
Longsheng Cogen power station,CHN,coal,60.0,43.5175,124.86
Luanhe power station,CHN,coal,990.0,40.9401,117.761
Luannan power station,CHN,coal,116.0,39.4993,118.6465
Lubanshan North And South Coal Mine Methane,CHN,gas,8.0,28.12,104.61
Lubei power station,CHN,coal,660.0,38.0824,117.742
Luoding power station,CHN,coal,270.0,22.8043,111.6189
Luohe Landfill,CHN,gas,2.0,33.5056,113.9997
Luoyang Longyu Hongguang Power Station,CHN,coal,165.0,34.549,112.1958
Luoyang Mengjin power station,CHN,coal,1200.0,34.8648,112.5307
Luoyang Shoulong power station,CHN,coal,110.0,34.7425,112.7729
Luoyang Shouyangshan-3 power station,CHN,coal,1260.0,34.7371,112.684
Luoyang Zhangluoping Landfill,CHN,gas,1.0,34.6347,112.3381
Lusigang power station,CHN,coal,2640.0,32.0577,121.7267
Luzhou Chuannan power station,CHN,coal,1200.0,28.7755,105.284
Maanshan - Masteel Coal,CHN,coal,525.0,31.7328,118.4892
Maanshan Steel power station,CHN,coal,375.0,31.7175,118.4667
Macau Power Station,CHN,gas,64.2,22.2,113.55
Manas power station,CHN,coal,1020.0,44.318,86.1689
Maoming - Ruineng Coal,CHN,coal,510.0,21.676,110.8784
Maoming Refinery power station,CHN,coal,100.0,21.6737,110.8745
Mawan power station,CHN,coal,1840.0,22.4818,113.872
Meixin captive power station,CHN,coal,700.0,34.9653,108.9758
Meizhou Landfill Gas,CHN,gas,2.0,23.1167,113.25
Meizhou Wan power station,CHN,coal,2786.0,25.1609,119.0334
Mengtai Beijiao power station,CHN,coal,660.0,39.8465,109.9844
Mianyang Landfill Gas,CHN,gas,2.0,31.4139,104.7183
Mudanjiang Guojiagou Landfill Gas,CHN,gas,3.0,44.6297,129.5328
Mudanjiang-2 power station,CHN,coal,1230.0,44.6571,129.6504
Nanchang Changbei Mill power station,CHN,coal,100.0,28.771,115.8999
Nanhai Changhai power station,CHN,coal,125.0,22.9398,113.1428
Nanhai Foshan-2 power station,CHN,coal,660.0,22.8859,112.9178
Nanhai Waste Incineration 2,CHN,gas,30.0,23.1575,113.0328
Nanjing Chemical Industrial Park Cogen power station,CHN,coal,710.0,32.2721,118.8161
Nanjing Meishan power station,CHN,coal,110.0,31.9007,118.614
Nanjing Mine power station,CHN,coal,600.0,34.3733,117.3289
Nanjing Tianjingwa Landfill Gas,CHN,gas,6.0,27.11,110.59
Nanpu Quanzhou power station,CHN,coal,1940.0,25.2038,118.9439
Nanre Coal,CHN,coal,1200.0,31.9473,118.6301
Nanshan Aluminum Donghai power station,CHN,coal,1730.0,37.7286,120.4433
Nanshan Gas,CHN,gas,132.0,18.32,109.16
Nanshan Thermal power station,CHN,coal,420.0,37.5931,120.4704
Nantun Mine power station,CHN,coal,100.0,35.3761,116.87
Nanya Cogen power station,CHN,coal,148.0,31.333,120.9784
Nanyang Yahekou power station,CHN,coal,1900.0,33.3082,112.6451
Nayong-1 power station,CHN,coal,1200.0,26.6527,105.1822
Nayong-2 power station,CHN,coal,1200.0,26.5976,105.2029
Neijiang Baima 2 Coal,CHN,coal,600.0,29.5253,105.0136
Neijiang Baima power station,CHN,coal,900.0,29.5245,105.0121
Neijiang Gaoba power station,CHN,coal,100.0,29.5545,105.0846
Ningbo Boxboard Mill power station,CHN,coal,278.0,29.963,121.7698
Ningbo Works power station,CHN,coal,450.0,29.9126,121.9032
Ningbo Yinzhou Landfill,CHN,gas,2.0,29.7519,121.3896
Ningdong - Gangue Coal,CHN,coal,600.0,38.1825,106.5131
Ningdong Maliantai power station,CHN,coal,660.0,38.1734,106.5704
Ningdong Younglight power station,CHN,coal,660.0,38.192,106.6813
Ninghai power station,CHN,coal,4400.0,29.481,121.5109
Ningxia Jinyuyuan Chemical power station,CHN,coal,100.0,37.8828,106.022
Ningxia Liupanshan power station,CHN,coal,660.0,36.0452,106.2919
Ningxia Meili power station,CHN,coal,150.0,37.5124,105.2777
Ningxia Shizuishan Coal Mine Methane,CHN,gas,4.0,39.2333,106.75
Ningxia Wulan Coal Mine Methane,CHN,gas,8.0,39.2386,106.2297
Ningxia Zhongning-2 power station,CHN,coal,660.0,37.59,105.706
North United Power Mengxi power station,CHN,coal,600.0,39.8926,106.7661
Ordos Junzheng power station,CHN,coal,660.0,39.9041,106.7679
